,-100 s,-99 s,-98 s,-97 s,-96 s,-95 s,-94 s,-93 s,-92 s,-91 s,-90 s,-89 s,-88 s,-87 s,-86 s,-85 s,-84 s,-83 s,-82 s,-81 s,-80 s,-79 s,-78 s,-77 s,-76 s,-75 s,-74 s,-73 s,-72 s,-71 s,-70 s,-69 s,-68 s,-67 s,-66 s,-65 s,-64 s,-63 s,-62 s,-61 s,-60 s,-59 s,-58 s,-57 s,-56 s,-55 s,-54 s,-53 s,-52 s,-51 s,-50 s,-49 s,-48 s,-47 s,-46 s,-45 s,-44 s,-43 s,-42 s,-41 s,-40 s,-39 s,-38 s,-37 s,-36 s,-35 s,-34 s,-33 s,-32 s,-31 s,-30 s,-29 s,-28 s,-27 s,-26 s,-25 s,-24 s,-23 s,-22 s,-21 s,-20 s,-19 s,-18 s,-17 s,-16 s,-15 s,-14 s,-13 s,-12 s,-11 s,-10 s,-9 s,-8 s,-7 s,-6 s,-5 s,-4 s,-3 s,-2 s,-1 s,0 s,1 s,2 s,3 s,4 s,5 s,6 s,7 s,8 s,9 s,10 s,11 s,12 s,13 s,14 s,15 s,16 s,17 s,18 s,19 s,20 s,21 s,22 s,23 s,24 s,25 s,26 s,27 s,28 s,29 s,30 s,31 s,32 s,33 s,34 s,35 s,36 s,37 s,38 s,39 s,40 s,41 s,42 s,43 s,44 s,45 s,46 s,47 s,48 s,49 s,50 s,51 s,52 s,53 s,54 s,55 s,56 s,57 s,58 s,59 s,60 s,61 s,62 s,63 s,64 s,65 s,66 s,67 s,68 s,69 s,70 s,71 s,72 s,73 s,74 s,75 s,76 s,77 s,78 s,79 s,80 s,81 s,82 s,83 s,84 s,85 s,86 s,87 s,88 s,89 s,90 s,91 s,92 s,93 s,94 s,95 s,96 s,97 s,98 s,99 s,100 s
第136节龙身x (m),0.410326,1.405549,2.392234,3.365333,4.319848,5.250856,6.153534,7.023187,7.855268,8.645409,9.389442,10.08342,10.723643,11.306679,11.829379,12.288902,12.682728,13.008676,13.264916,13.449984,13.562787,13.60262,13.569165,13.462499,13.283097,13.031828,12.709961,12.319151,11.861442,11.339253,10.755368,10.112928,9.415408,8.666607,7.870626,7.031851,6.154923,5.244722,4.306337,3.345037,2.36625,1.375523,0.378498,-0.619119,-1.611596,-2.593203,-3.558246,-4.501102,-5.416252,-6.29831,-7.142064,-7.942498,-8.694832,-9.394545,-10.03741,-10.619516,-11.137298,-11.587558,-11.967491,-12.274699,-12.507217,-12.663519,-12.742538,-12.743675,-12.666803,-12.512275,-12.280924,-11.974061,-11.593476,-11.141422,-10.620613,-10.034204,-9.385781,-8.679338,-7.919253,-7.110271,-6.257468,-5.366227,-4.442203,-3.491292,-2.51959,-1.533361,-0.538991,0.457047,1.448237,2.428065,3.390057,4.327827,5.235117,6.105842,6.934132,7.714373,8.441245,9.109767,9.715326,10.253716,10.721173,11.114396,11.430585,11.667457,11.823267,11.896313,11.889913,11.804191,11.636424,11.387657,11.061157,10.656327,10.178617,9.629732,8.967109,8.394205,7.961154,7.442712,6.596808,5.346524,4.263201,3.346522,2.331703,1.371835,0.376838,-0.646968,-1.590458,-2.608318,-3.539714,-4.459092,-5.374953,-6.179631,-7.008413,-7.7338,-8.403583,-9.033908,-9.54493,-10.023606,-10.397606,-10.688514,-10.904863,-11.019497,-11.052021,-10.992388,-10.847188,-10.599385,-10.289819,-9.868233,-9.376907,-8.824937,-8.156412,-7.479441,-6.690014,-5.858745,-5.013631,-4.058115,-3.149016,-2.157578,-1.155268,-0.194912,0.846895,1.797458,2.77812,3.736818,4.605256,5.506077,6.289683,7.044476,7.744323,8.32824,8.884307,9.320106,9.679924,9.95491,10.120051,10.20014,10.178616,10.061392,9.837839,9.542232,9.12362,8.638203,8.072388,7.393821,6.703058,5.883872,5.040945,4.164113,3.189183,2.267458,1.249417,0.251012,-0.718521,-1.748102,-2.671722,-3.629552,-4.529702,-5.34388,-6.160842,-6.845307,-7.492931,-8.052376,-8.496317,-8.878439,-9.133881
第136节龙身y (m),14.011071,13.92704,13.772246,13.547385,13.253511,12.89204,12.464741,11.973728,11.421456,10.810706,10.144577,9.426468,8.660065,7.849323,6.998448,6.111873,5.194241,4.250378,3.285272,2.304043,1.311923,0.31422,-0.6837,-1.676451,-2.658649,-3.624946,-4.570055,-5.488784,-6.376062,-7.226968,-8.03676,-8.800905,-9.515099,-10.1753,-10.777747,-11.318988,-11.795895,-12.205693,-12.54597,-12.814698,-13.010246,-13.131392,-13.177335,-13.1477,-13.042546,-12.862367,-12.608093,-12.28109,-11.883152,-11.416495,-10.88375,-10.287946,-9.6325,-8.921196,-8.158168,-7.347875,-6.495083,-5.604832,-4.68241,-3.733327,-2.763278,-1.778112,-0.7838,0.213605,1.208,2.193274,3.163341,4.11218,5.033872,5.922641,6.772886,7.579223,8.336515,9.039911,9.684879,10.267234,10.783171,11.22929,11.602624,11.900658,12.121354,12.263164,12.325045,12.306472,12.207445,12.028491,11.77067,11.435566,11.025288,10.542454,9.990181,9.372071,8.692183,7.955016,7.165482,6.328872,5.450824,4.537292,3.594499,2.628906,1.647158,0.671701,-0.288998,-1.259847,-2.232824,-3.190267,-4.119966,-5.022997,-5.88639,-6.707287,-7.532443,-8.138358,-8.543691,-8.97856,-9.58783,-10.299526,-10.763497,-11.059264,-11.291867,-11.425268,-11.477695,-11.44144,-11.326129,-11.110553,-10.825482,-10.454696,-9.986867,-9.482933,-8.856281,-8.198164,-7.474472,-6.65717,-5.857487,-4.937823,-4.026342,-3.089754,-2.077146,-1.134685,-0.101645,0.887931,1.852484,2.860822,3.759836,4.698699,5.567175,6.36516,7.162718,7.834131,8.485603,9.04949,9.516262,9.932941,10.232174,10.459831,10.591577,10.628174,10.569492,10.424982,10.180679,9.84124,9.438614,8.911459,8.345526,7.683753,6.938064,6.183477,5.3009,4.431692,3.501979,2.511644,1.574182,0.535655,-0.442712,-1.42578,-2.433661,-3.337235,-4.288193,-5.145609,-5.949814,-6.733076,-7.386303,-8.019244,-8.542839,-8.973448,-9.334299,-9.573057,-9.729662,-9.778723,-9.728555,-9.56772,-9.324278,-8.963972,-8.512537,-7.993875,-7.344268,-6.672098,-5.889075,-5.043384,-4.191574,-3.219427,-2.289487
第137节龙身x (m),-1.239586,-0.241385,0.756657,1.749467,2.731983,3.699171,4.646056,5.567747,6.459463,7.316558,8.134546,8.909124,9.636199,10.311908,10.932642,11.495065,11.996134,12.433118,12.803611,13.105555,13.337244,13.497343,13.584893,13.599323,13.54045,13.408491,13.204056,12.928154,12.582188,12.16795,11.687614,11.143726,10.539196,9.877282,9.161573,8.395975,7.58469,6.732193,5.843213,4.922702,3.975815,3.00788,2.024367,1.030861,0.033027,-0.963416,-1.952734,-2.929205,-3.887159,-4.821005,-5.725266,-6.594616,-7.423905,-8.208199,-8.942803,-9.623297,-10.245559,-10.805797,-11.300571,-11.726817,-12.081869,-12.363477,-12.569827,-12.699552,-12.751746,-12.72597,-12.622266,-12.44115,-12.183622,-11.85116,-11.445713,-10.969694,-10.425971,-9.81785,-9.149057,-8.423722,-7.646352,-6.821807,-5.955271,-5.052223,-4.118405,-3.159782,-2.182512,-1.192902,-0.197371,0.797591,1.785467,2.759753,3.714005,4.641879,5.537175,6.39388,7.20621,7.968653,8.676005,9.323409,9.906393,10.420903,10.863335,11.230562,11.51996,11.726763,11.853088,11.902502,11.871212,11.757812,11.563837,11.288837,10.936392,10.507777,9.967395,9.485284,9.113557,8.661533,7.910048,6.772987,5.766403,4.901058,3.929703,2.998692,2.021414,1.002978,0.05271,-0.98557,-1.948325,-2.911613,-3.885538,-4.754792,-5.665846,-6.479346,-7.247576,-7.990658,-8.613369,-9.221932,-9.726026,-10.15191,-10.51558,-10.768578,-10.954124,-11.042411,-11.042679,-10.948371,-10.776966,-10.501108,-10.146055,-9.720738,-9.180444,-8.613001,-7.931645,-7.195879,-6.431855,-5.551282,-4.698782,-3.754081,-2.784012,-1.840813,-0.802474,0.158994,1.165705,2.165578,3.086236,4.058475,4.921186,5.770688,6.579381,7.275255,7.964176,8.532553,9.035871,9.465483,9.778584,10.02433,10.160533,10.203452,10.14588,10.000729,9.74232,9.403192,8.976449,8.435442,7.861426,7.157739,6.412919,5.619552,4.718125,3.849061,2.871491,1.89542,0.931244,-0.11071,-1.062173,-2.067191,-3.030946,-3.921585,-4.83753,-5.627058,-6.399621,-7.096475,-7.680999,-8.22591,-8.639204
第137节龙身y (m),13.99411,14.027579,13.989933,13.88127,13.702048,13.453087,13.135568,12.751028,12.301359,11.788794,11.215901,10.585575,9.901018,9.165732,8.383498,7.558359,6.694603,5.796739,4.869474,3.917694,2.946435,1.960858,0.966225,-0.032134,-1.028843,-2.018513,-2.995771,-3.955286,-4.891803,-5.800167,-6.675357,-7.512512,-8.30696,-9.054244,-9.75015,-10.390729,-10.972326,-11.4916,-11.945544,-12.331505,-12.647204,-12.89075,-13.060651,-13.155831,-13.175637,-13.119842,-12.988657,-12.782727,-12.503133,-12.151389,-11.729436,-11.239636,-10.684758,-10.067967,-9.392808,-8.663188,-7.883356,-7.05788,-6.191621,-5.289709,-4.357511,-3.400602,-2.424736,-1.435805,-0.439812,0.557171,1.549035,2.529673,3.49302,4.433087,5.344002,6.220047,7.055693,7.845637,8.584842,9.268563,9.892385,10.452253,10.944501,11.365875,11.713565,11.985219,12.178965,12.293431,12.327752,12.281582,12.155105,11.949031,11.6646,11.30358,10.868253,10.361413,9.786344,9.146805,8.447009,7.691599,6.885618,6.034478,5.143928,4.220013,3.269042,2.312967,1.360591,0.387222,-0.599614,-1.582323,-2.548402,-3.499045,-4.42069,-5.310313,-6.220221,-6.9006,-7.362816,-7.866366,-8.58888,-9.470247,-10.08314,-10.506166,-10.880897,-11.149884,-11.344019,-11.454804,-11.476122,-11.409196,-11.261352,-11.027242,-10.696897,-10.314999,-9.815455,-9.270007,-8.65182,-7.935501,-7.219358,-6.379981,-5.533485,-4.650061,-3.680567,-2.765494,-1.748739,-0.76131,0.214105,1.24815,2.183388,3.174898,4.107411,4.979504,5.868941,6.635156,7.398932,8.082756,8.672971,9.230836,9.665847,10.043084,10.327579,10.511943,10.615126,10.619759,10.53085,10.34493,10.082879,9.70326,9.267327,8.732546,8.106572,7.4538,6.670521,5.881609,5.021089,4.087386,3.188462,2.176262,1.207189,0.218093,-0.81267,-1.752217,-2.758582,-3.683662,-4.569533,-5.453418,-6.211278,-6.970548,-7.626222,-8.196146,-8.713947,-9.102916,-9.427379,-9.642996,-9.756405,-9.771307,-9.687395,-9.494565,-9.202633,-8.830282,-8.329835,-7.784918,-7.124864,-6.388282,-5.626062,-4.734916,-3.863588
第138节龙身x (m),-2.876127,-1.888731,-0.893171,0.105528,1.102307,2.092095,3.069834,4.030511,4.969177,5.880976,6.761171,7.605169,8.408546,9.16707,9.876725,10.533734,11.134581,11.676029,12.155142,12.569301,12.916219,13.193958,13.400942,13.535963,13.598197,13.587207,13.50295,13.345777,13.116438,12.816079,12.446238,12.00884,11.506189,10.94096,10.316183,9.635233,8.901812,8.119928,7.293882,6.428238,5.527804,4.597607,3.642863,2.668952,1.681387,0.685783,-0.312172,-1.306752,-2.292224,-3.262881,-4.213077,-5.137259,-6.029998,-6.886026,-7.700266,-8.467863,-9.184216,-9.845005,-10.446221,-10.98419,-11.455602,-11.857527,-12.187443,-12.44325,-12.623285,-12.726342,-12.751674,-12.699009,-12.568553,-12.360988,-12.077481,-11.719672,-11.289671,-10.79005,-10.223829,-9.59446,-8.90581,-8.162141,-7.368084,-6.528611,-5.649013,-4.734859,-3.79197,-2.826382,-1.844304,-0.852086,0.143828,1.136936,2.120722,3.088704,4.034468,4.951719,5.834319,6.676335,7.472074,8.216129,8.903415,9.529209,10.089182,10.579436,10.99653,11.332744,11.588971,11.772152,11.877511,11.901238,11.843122,11.702885,11.482181,11.181843,10.773933,10.391837,10.088591,9.711735,9.069321,8.067859,7.158003,6.361299,5.452959,4.569663,3.630022,2.637841,1.700401,0.663255,-0.31075,-1.2977,-2.309085,-3.224406,-4.198202,-5.082251,-5.932219,-6.771766,-7.492393,-8.217255,-8.840058,-9.391168,-9.893683,-10.278995,-10.61292,-10.846636,-10.991837,-11.052569,-11.022665,-10.898215,-10.686972,-10.39751,-9.997313,-9.552011,-8.994027,-8.370445,-7.704982,-6.919652,-6.143555,-5.267703,-4.352748,-3.449106,-2.439072,-1.489862,-0.481529,0.535078,1.485288,2.504825,3.425068,4.347867,5.244844,6.034818,6.83874,7.524792,8.158242,8.730877,9.18329,9.587663,9.877398,10.078659,10.187865,10.196343,10.104277,9.919819,9.642945,9.25343,8.811151,8.241561,7.614747,6.926251,6.12288,5.33036,4.420361,3.493918,2.562285,1.537588,0.58557,-0.437565,-1.4368,-2.377675,-3.365379,-4.236273,-5.110345,-5.923227,-6.630171,-7.320682,-7.878542
第138节龙身y (m),13.783788,13.934028,14.013787,14.022567,13.960229,13.826994,13.623447,13.350533,13.009558,12.602184,12.130419,11.596615,11.003456,10.353943,9.651385,8.899382,8.101808,7.262794,6.386704,5.478121,4.541815,3.582727,2.605939,1.616649,0.620146,-0.378221,-1.373069,-2.359012,-3.330689,-4.282791,-5.210096,-6.107493,-6.970014,-7.792861,-8.571432,-9.301353,-9.9785,-10.599024,-11.159377,-11.65633,-12.086998,-12.448857,-12.739759,-12.957952,-13.102087,-13.171233,-13.164885,-13.082966,-12.925839,-12.694298,-12.389576,-12.013335,-11.567663,-11.055062,-10.478442,-9.841099,-9.146706,-8.399289,-7.603211,-6.763142,-5.884039,-4.971116,-4.029816,-3.065777,-2.084803,-1.092829,-0.095883,0.899946,1.888548,2.863827,3.819742,4.750342,5.649804,6.512473,7.332897,8.105862,8.826428,9.489963,10.092175,10.62914,11.097334,11.493655,11.815448,12.060528,12.227194,12.314247,12.321002,12.247296,12.093494,11.860488,11.549702,11.163081,10.703085,10.172676,9.575305,8.914887,8.195785,7.42278,6.601044,5.736105,4.833817,3.915231,2.989315,2.032065,1.050374,0.061432,-0.922211,-1.901839,-2.863573,-3.80428,-4.780778,-5.521955,-6.031722,-6.593741,-7.414748,-8.4476,-9.196602,-9.737923,-10.246711,-10.645356,-10.976757,-11.231815,-11.388861,-11.471468,-11.463456,-11.370441,-11.18403,-10.931781,-10.569459,-10.14786,-9.64798,-9.047617,-8.430107,-7.688844,-6.925448,-6.114223,-5.208881,-4.341187,-3.363074,-2.399655,-1.435111,-0.398557,0.551784,1.573396,2.548594,3.474686,4.435335,5.27841,6.136457,6.923923,7.623377,8.308846,8.868897,9.386236,9.816142,10.143307,10.405251,10.558331,10.626348,10.597852,10.482209,10.258841,9.963122,9.568058,9.076887,8.541834,7.877124,7.1881,6.418324,5.564834,4.727333,3.767432,2.832715,1.863367,0.836796,-0.113854,-1.148773,-2.116627,-3.060135,-4.020451,-4.862011,-5.72643,-6.495688,-7.188655,-7.848406,-8.376107,-8.858607,-9.233965,-9.506993,-9.696397,-9.773665,-9.753059,-9.628306,-9.412383,-9.075003,-8.672734,-8.154558,-7.54845,-6.898171,-6.114431,-5.327792
第139节龙身x (m),-4.476819,-3.51377,-2.534403,-1.543626,-0.546425,0.452161,1.447065,2.433219,3.405578,4.359147,5.289009,6.190345,7.058467,7.888838,8.677097,9.419085,10.110868,10.748756,11.329329,11.849453,12.3063,12.697364,13.020478,13.273829,13.455967,13.565818,13.60269,13.566283,13.45669,13.274401,13.020303,12.695679,12.302201,11.841928,11.317292,10.731092,10.086481,9.386948,8.636302,7.838655,6.998402,6.120193,5.208915,4.269662,3.307711,2.32849,1.337549,0.340533,-0.656856,-1.648884,-2.629827,-3.593995,-4.53577,-5.44964,-6.330229,-7.172333,-7.970949,-8.721306,-9.4189,-10.059514,-10.639254,-11.15457,-11.602282,-11.979599,-12.284143,-12.513965,-12.667559,-12.743875,-12.742333,-12.662823,-12.505716,-12.271863,-11.962594,-11.57971,-11.125485,-10.602644,-10.014358,-9.364224,-8.656247,-7.894816,-7.084684,-6.230933,-5.338953,-4.414402,-3.463177,-2.491374,-1.505256,-0.511205,0.484313,1.474788,2.453715,3.414633,4.351168,5.257078,6.126295,6.952966,7.731497,8.456591,9.123289,9.727003,10.263553,10.722429,11.103298,11.416346,11.655916,11.815885,11.89432,11.891126,11.806024,11.639398,11.371505,11.096595,10.867571,10.57307,10.052079,9.205678,8.410409,7.698105,6.870869,6.052995,5.169943,4.224158,3.318693,2.303992,1.338878,0.348796,-0.678878,-1.620985,-2.636877,-3.572607,-4.486047,-5.403888,-6.206714,-7.031937,-7.75963,-8.423614,-9.053576,-9.562333,-10.036795,-10.41028,-10.696684,-10.910546,-11.022293,-11.051482,-10.988268,-10.840694,-10.589151,-10.275679,-9.853375,-9.35589,-8.803984,-8.131755,-7.449859,-6.663099,-5.824571,-4.981691,-4.023836,-3.109484,-2.123706,-1.114919,-0.158272,0.883581,1.838638,2.81178,3.774549,4.638653,5.537071,6.323136,7.070239,7.77082,8.350464,8.902468,9.337648,9.691389,9.963832,10.125062,10.201041,10.175447,10.055128,9.82682,9.527544,9.106791,8.614427,8.049068,7.365293,6.670772,5.853204,5.001928,4.128742,3.15004,2.22439,1.212317,0.206347,-0.757466,-1.788019,-2.714551,-3.66407,-4.568492,-5.376333,-6.191169,-6.876172
第139节龙身y (m),13.38343,13.648116,13.843915,13.969751,14.024895,14.008975,13.921975,13.764244,13.536491,13.239787,12.875562,12.445599,11.952027,11.397314,10.784254,10.115958,9.395837,8.627589,7.815177,6.962816,6.074949,5.156224,4.211475,3.245694,2.264005,1.271641,0.273914,-0.723813,-1.716152,-2.697723,-3.66318,-4.607243,-5.524724,-6.410559,-7.259837,-8.067824,-8.829998,-9.542065,-10.199997,-10.800046,-11.338772,-11.813065,-12.220162,-12.557669,-12.823574,-13.016262,-13.134529,-13.177591,-13.14509,-13.037102,-12.854139,-12.597147,-12.267508,-11.867032,-11.397952,-10.862911,-10.264955,-9.607511,-8.894377,-8.129697,-7.317942,-6.463883,-5.572569,-4.649295,-3.699574,-2.729104,-1.743738,-0.749444,0.247725,1.24167,2.226282,3.195484,4.14326,5.063703,5.951045,6.799697,7.604289,8.359698,9.06109,9.703946,10.284101,10.797767,11.241563,11.612542,11.908209,12.126545,12.266022,12.325619,12.304829,12.203671,12.022693,11.762972,11.426109,11.014229,10.529966,9.976451,9.357295,8.676571,7.938785,7.148854,6.312074,5.448207,4.566218,3.643245,2.685426,1.709223,0.726995,-0.262612,-1.245665,-2.218991,-3.24279,-4.030038,-4.577181,-5.186402,-6.089347,-7.252666,-8.122368,-8.770736,-9.402892,-9.922704,-10.384186,-10.777836,-11.066941,-11.296879,-11.428394,-11.477921,-11.438834,-11.321061,-11.103091,-10.813798,-10.442391,-9.970336,-9.464289,-8.836677,-8.172515,-7.450763,-6.628994,-5.827422,-4.909224,-3.99091,-3.058498,-2.042433,-1.098216,-0.06947,0.926336,1.885319,2.895132,3.795573,4.727904,5.60052,6.392647,7.189334,7.860894,8.505686,9.07033,9.53201,9.94588,10.243174,10.465872,10.594866,10.627851,10.565544,10.416707,10.170499,9.825707,9.421165,8.891106,8.318817,7.658787,6.906769,6.151728,5.268434,4.391936,3.467275,2.471516,1.534606,0.498387,-0.486549,-1.462447,-2.473284,-3.375646,-4.321483,-5.183003,-5.979613,-6.762629,-7.413924,-8.040402,-8.564336,-8.988619,-9.346395,-9.581914,-9.733318,-9.778532,-9.724512,-9.559186,-9.310593,-8.948778,-8.490359,-7.970733,-7.317219,-6.638424
第140节龙身x (m),-6.019828,-5.094246,-4.144468,-3.175221,-2.191351,-1.197795,-0.199562,0.798299,1.790716,2.772628,3.739004,4.684874,5.605351,6.495662,7.351166,8.167385,8.940027,9.665009,10.338478,10.956838,11.516764,12.015228,12.449511,12.817225,13.116323,13.345117,13.502287,13.58689,13.598371,13.536564,13.401702,13.194411,12.915716,12.567035,12.150176,11.667327,11.12105,10.514267,9.850247,9.132595,8.365225,7.55235,6.698454,5.808273,4.886767,3.939097,2.970594,1.986731,0.993094,-0.004649,-1.000782,-1.989573,-2.965305,-3.922312,-4.855008,-5.757926,-6.625747,-7.453334,-8.235761,-8.968348,-9.646686,-10.26667,-10.824522,-11.316818,-11.74051,-12.092949,-12.371905,-12.575579,-12.702624,-12.752151,-12.72374,-12.61745,-12.433817,-12.173856,-11.839061,-11.431398,-10.953296,-10.407636,-9.797737,-9.127339,-8.400579,-7.621975,-6.796394,-5.929027,-5.025358,-4.091129,-3.132307,-2.15505,-1.165661,-0.170554,0.823787,1.810854,2.784155,3.737256,4.66383,5.557692,6.412847,7.223533,7.984257,8.689838,9.335444,9.907996,10.405949,10.842543,11.211362,11.504102,11.717161,11.850642,11.902353,11.872239,11.749118,11.586406,11.435843,11.229199,10.839477,10.164349,9.49908,8.885097,8.155253,7.419018,6.610181,5.729791,4.874604,3.902989,2.966519,1.993693,0.971024,0.021772,-1.014905,-1.98256,-2.940064,-3.916563,-4.784295,-5.691972,-6.50864,-7.270856,-8.014241,-8.634994,-9.239183,-9.743783,-10.164605,-10.526338,-10.776753,-10.958374,-11.044058,-11.04116,-10.943386,-10.768345,-10.490808,-10.130302,-9.704175,-9.160099,-8.587821,-7.908096,-7.165279,-6.402695,-5.519389,-4.661405,-3.721542,-2.744653,-1.804563,-0.76562,0.20096,1.200539,2.205269,3.12195,4.092277,4.95842,5.800062,6.610487,7.302224,7.98726,8.556196,9.052724,9.480708,9.789875,10.031209,10.164469,10.203193,10.141425,9.992474,9.731137,9.385841,8.958321,8.412152,7.834126,7.130984,6.377997,5.587188,4.681541,3.808074,2.835526,1.851357,0.892174,-0.151494,-1.1067,-2.103786,-3.072944,-3.95751,-4.872037,-5.663244
第140节龙身y (m),12.798945,13.174199,13.483092,13.72399,13.895592,13.99694,14.027429,13.986811,13.875197,13.693059,13.441234,13.120918,12.733663,12.281373,11.766296,11.191015,10.558435,9.871772,9.134538,8.350525,7.523787,6.658619,5.759538,4.831257,3.878669,2.906814,1.920856,0.926059,-0.072246,-1.068683,-2.057865,-3.034421,-3.993025,-4.928426,-5.835476,-6.709162,-7.544631,-8.33722,-9.082484,-9.776219,-10.414492,-10.993658,-11.510392,-11.961701,-12.344949,-12.657871,-12.898594,-13.065643,-13.157958,-13.174904,-13.116271,-12.982286,-12.773612,-12.491347,-12.13702,-11.712589,-11.22043,-10.663327,-10.044457,-9.36738,-8.636012,-7.854614,-7.027763,-6.160328,-5.257445,-4.324487,-3.367033,-2.390838,-1.401797,-0.405911,0.59075,1.58208,2.561979,3.524387,4.463325,5.37293,6.247493,7.0815,7.869662,8.606955,9.288651,9.910353,10.468022,10.958011,11.377087,11.722458,11.991791,12.183237,12.295443,12.327563,12.279274,12.150776,11.942798,11.656601,11.293967,10.857195,10.349093,9.772959,9.132562,8.432126,7.676301,6.883198,6.061612,5.190258,4.274411,3.329498,2.367457,1.386891,0.401521,-0.585502,-1.63658,-2.454416,-3.028127,-3.672469,-4.639346,-5.90974,-6.882491,-7.624634,-8.367104,-8.997241,-9.579066,-10.102877,-10.517724,-10.889808,-11.157684,-11.348255,-11.456801,-11.475493,-11.405924,-11.254536,-11.018963,-10.684733,-10.300484,-9.799483,-9.248398,-8.631292,-7.910509,-7.192172,-6.353633,-5.500308,-4.620353,-3.647077,-2.729844,-1.716841,-0.72272,0.247542,1.283605,2.220841,3.206004,4.143541,5.00984,5.898982,6.666096,7.422873,8.10856,8.693412,9.24887,9.682782,10.054262,10.337049,10.517285,10.616908,10.617978,10.526032,10.335473,10.070867,9.688018,9.246206,8.71195,8.079854,7.42597,6.641348,5.845151,4.988659,4.049201,3.150202,2.139624,1.163414,0.180896,-0.853555,-1.792504,-2.794167,-3.724435,-4.602748,-5.487252,-6.243835,-6.996477,-7.653877,-8.216975,-8.732388,-9.118834,-9.43719,-9.650301,-9.75897,-9.76963,-9.681153,-9.485448,-9.187379,-8.813016,-8.308377,-7.757041
第141节龙身x (m),-7.484252,-6.608657,-5.70137,-4.766876,-3.809814,-2.834955,-1.847179,-0.851451,0.147205,1.143728,2.133048,3.110111,4.069905,5.007487,5.918007,6.796733,7.639081,8.440634,9.197171,9.904685,10.559412,11.157847,11.696766,12.173247,12.584685,12.928807,13.203691,13.407776,13.539871,13.599167,13.585243,13.498073,13.338024,13.105861,12.802748,12.430236,11.990266,11.485157,10.917597,10.290631,9.607644,8.872349,8.088769,7.261209,6.394246,5.492693,4.561584,3.606141,2.631746,1.643915,0.648264,-0.349519,-1.34371,-2.328578,-3.298422,-4.2476,-5.170565,-6.061899,-6.916343,-7.728829,-8.494516,-9.208813,-9.867416,-10.466329,-11.001896,-11.47082,-11.870191,-12.197502,-12.450672,-12.628057,-12.728466,-12.751173,-12.695923,-12.562939,-12.352922,-12.067055,-11.706994,-11.274865,-10.773255,-10.205196,-9.574155,-8.884008,-8.139028,-7.343853,-6.503464,-5.623154,-4.708499,-3.76532,-2.799651,-1.817702,-0.825816,0.169566,1.161952,2.144837,3.111749,4.056288,4.972176,5.853293,6.693724,7.487799,8.230134,8.905333,9.51069,10.062249,10.552964,10.972523,11.31574,11.582925,11.77003,11.876576,11.900146,11.852427,11.782996,11.667952,11.416689,10.925529,10.402959,9.899136,9.280877,8.640708,7.922049,7.124552,6.336751,5.427782,4.538929,3.603188,2.6065,1.669692,0.633753,-0.345608,-1.327047,-2.341542,-3.255699,-4.226367,-5.114374,-5.958239,-6.798743,-7.51776,-8.23818,-8.862494,-9.408096,-9.909262,-10.292349,-10.621848,-10.853993,-10.995309,-11.052925,-11.019737,-10.892689,-10.676819,-10.385698,-9.981729,-9.531795,-8.974376,-8.344117,-7.679272,-6.890882,-6.109206,-5.23726,-4.31531,-3.414111,-2.402934,-1.448126,-0.446369,0.575756,1.522436,2.540591,3.465148,4.380108,5.279765,6.065838,6.866144,7.553913,8.180032,8.751989,9.200544,9.600317,9.888307,10.084388,10.190064,10.194711,10.099012,9.909326,9.630472,9.235982,8.789555,8.219429,7.584859,6.897773,6.089856,5.292587,4.386533,3.451693,2.524196,1.497103,0.540628,-0.475173,-1.480774,-2.41601,-3.403038,-4.276689
